"","st_id","firstgen","ethniccode","ethniccode_cat","urm","gender","female","famincome","lowincomeflag","transfer","transfer_cred","international","ell","us_hs","cohort","cohort_2013","cohort_2014","cohort_2015","cohort_2016","cohort_2017","cohort_2018","englsr","mathsr","hsgpa"
"1","1343E4A4249C8EE",0,"WHITE",0,0,0,0,NA,0,1,3,0,NA,0,1991,0,0,0,0,0,0,NA,NA,NA
"2","AE6D6CD476584F0",0,"WHITE",0,0,1,1,NA,0,1,NA,0,NA,0,2001,0,0,0,0,0,0,NA,NA,NA
"3","8D3567AF3DA6BE0",0,"WHITE",0,0,0,0,NA,0,1,6,0,NA,0,1998,0,0,0,0,0,0,NA,NA,NA
"4","01A454AA1E3358B",0,"WHITE",0,0,0,0,NA,0,1,NA,0,NA,0,1997,0,0,0,0,0,0,NA,NA,NA
"5","36D09EC33D44582",0,"ASIAN",2,0,0,0,NA,0,1,NA,0,NA,0,1997,0,0,0,0,0,0,630,560,NA
"6","565C5D56729A5C1",0,"WHITE",0,0,1,1,NA,0,1,18,0,NA,0,1999,0,0,0,0,0,0,NA,NA,NA
"7","2E9B3B5D0D40FA2",0,"WHITE",0,0,0,0,NA,0,1,56,0,NA,1,2004,0,0,0,0,0,0,660,750,3.9
"8","3B35918669E5C91",0,"WHITE",0,0,0,0,NA,0,1,70,0,NA,0,2000,0,0,0,0,0,0,NA,NA,NA
"9","B7C79CBE0B0B211",0,"BLACK",1,1,1,1,NA,0,1,NA,0,NA,0,2001,0,0,0,0,0,0,450,500,NA
"10","056D548C4DB89E0",0,"WHITE",0,0,0,0,NA,0,1,NA,0,NA,0,2001,0,0,0,0,0,0,NA,NA,NA
"11","3C8BF5DACD6C0B9",1,"WHITE",0,0,0,0,NA,0,1,NA,0,NA,0,2002,0,0,0,0,0,0,NA,NA,NA
"12","9A20FD0C3C59FB4",0,"ASIAN",2,0,1,1,NA,0,1,24,0,NA,0,2004,0,0,0,0,0,0,660,710,NA
"13","54B334FCBF5E26D",0,"WHITE",0,0,0,0,NA,0,1,11,0,NA,1,2002,0,0,0,0,0,0,590,550,3.75
"14","51127BFFB544E06",0,"WHITE",0,0,1,1,NA,0,1,NA,0,NA,0,2002,0,0,0,0,0,0,600,560,NA
"15","E2424B2052A8C42",0,"WHITE",0,0,0,0,NA,0,1,18,0,NA,1,2001,0,0,0,0,0,0,NA,NA,3.1
"16","4A1BB48E210DD4D",0,"WHITE",0,0,0,0,NA,0,1,NA,0,NA,0,2003,0,0,0,0,0,0,620,510,NA
"17","1D0505666FAD91C",0,"WHITE",0,0,0,0,NA,0,1,NA,0,NA,0,2004,0,0,0,0,0,0,610,660,NA
"18","03AA0F60F90A583",1,"WHITE",0,0,1,1,NA,0,1,15,0,NA,0,2003,0,0,0,0,0,0,670,670,NA
"19","153942F14C4DA4F",1,"WHITE",0,0,0,0,NA,0,1,NA,0,NA,0,2004,0,0,0,0,0,0,660,700,NA
"20","812BCB7F8918C88",1,"WHITE",0,0,0,0,NA,0,1,NA,0,NA,0,2004,0,0,0,0,0,0,560,580,NA
"21","648EF86945945D6",1,"WHITE",0,0,0,0,NA,0,1,9,0,NA,0,2004,0,0,0,0,0,0,690,590,NA
"22","640D54FF79DDB06",0,"WHITE",0,0,0,0,NA,0,1,NA,0,NA,0,2004,0,0,0,0,0,0,610,660,NA
"23","6FC8CBBB248729C",0,"WHITE",0,0,0,0,NA,0,1,NA,0,NA,0,2004,0,0,0,0,0,0,681,781,NA
"24","A3AA59CB7280451",0,"WHITE",0,0,0,0,NA,0,1,8,0,NA,0,2004,0,0,0,0,0,0,580,650,NA
"25","F346B6F37F72052",0,"NSPEC",NA,NA,0,0,NA,0,1,32,0,NA,1,2004,0,0,0,0,0,0,740,680,4.65
"26","38B48B2DDA0CA8C",0,"WHITE",0,0,1,1,NA,0,1,6,0,NA,0,2005,0,0,0,0,0,0,700,680,NA
"27","41252B8880D58CA",1,"WHITE",0,0,0,0,NA,0,1,6,0,NA,0,2005,0,0,0,0,0,0,530,640,NA
"28","9413170BBF28524",0,"BLACK",1,1,1,1,NA,0,1,27,0,NA,1,2005,0,0,0,0,0,0,670,670,3.9
"29","9CBC5662E7E2D88",0,"WHITE",0,0,1,1,NA,0,1,NA,0,NA,1,2004,0,0,0,0,0,0,630,660,3.792
"30","9D4DD6DA88753A6",0,"WHITE",0,0,0,0,NA,0,1,NA,0,NA,1,2004,0,0,0,0,0,0,770,680,3.016
"31","C7075369753D189",0,"WHITE",0,0,1,1,NA,0,1,6,0,NA,1,2004,0,0,0,0,0,0,770,630,4.34
"32","0FECDA2BDF68D0D",1,"WHITE",0,0,0,0,NA,0,1,6,0,NA,1,2005,0,0,0,0,0,0,560,700,3.374
"33","12ADD972BF6C977",0,"WHITE",0,0,0,0,NA,0,1,NA,0,NA,1,2005,0,0,0,0,0,0,600,760,4.02
"34","41FC08EC02EFD4E",0,"ASIAN",2,0,1,1,NA,0,1,3,0,NA,1,2005,0,0,0,0,0,0,580,610,3.483
"35","82975FC0B60DB6A",0,"WHITE",0,0,1,1,NA,0,1,NA,0,NA,1,2005,0,0,0,0,0,0,670,620,3.848
"36","B196D22B79E776F",0,"ASIAN",2,0,0,0,NA,0,1,NA,0,NA,1,2005,0,0,0,0,0,0,710,800,5.014
"37","CE576AE1180574E",0,"WHITE",0,0,1,1,NA,0,1,NA,0,NA,1,2005,0,0,0,0,0,0,600,590,3.9
"38","A385CFB3C8F2907",1,"BLACK",1,1,1,1,NA,0,1,9,0,NA,0,1998,0,0,0,0,0,0,NA,NA,NA
"39","32C09E7009E3D98",0,"WHITE",0,0,0,0,NA,0,1,NA,0,NA,0,2000,0,0,0,0,0,0,NA,NA,NA
"40","24AA63AE51BBD54",0,"ASIAN",2,0,0,0,NA,0,1,28,0,NA,0,2002,0,0,0,0,0,0,670,640,NA
"41","7298CEC0B8A24D8",0,"BLACK",1,1,1,1,NA,0,1,NA,0,NA,0,2003,0,0,0,0,0,0,580,580,NA
"42","6E49A2EBCFB114F",0,"WHITE",0,0,0,0,NA,0,1,NA,0,NA,0,2004,0,0,0,0,0,0,591,731,NA
"43","32575663172F290",1,"WHITE",0,0,1,1,NA,0,1,NA,0,NA,0,2004,0,0,0,0,0,0,580,630,NA
"44","0ACE13E4B12AA1E",0,"WHITE",0,0,0,0,NA,0,1,6,0,NA,0,2005,0,0,0,0,0,0,730,710,NA
"45","EE2120F2ACC2EDA",0,"WHITE",0,0,1,1,NA,0,1,4,0,NA,0,2004,0,0,0,0,0,0,580,610,NA
"46","DCA4D96558EE06C",0,"WHITE",0,0,1,1,NA,0,1,15,0,NA,0,2004,0,0,0,0,0,0,630,710,NA
"47","8FEEC34F7654C4B",0,"WHITE",0,0,1,1,NA,0,1,NA,0,NA,0,2005,0,0,0,0,0,0,610,620,NA
"48","A37DA9A21624090",0,"WHITE",0,0,1,1,274586,0,0,21,0,NA,1,2009,0,0,0,0,0,0,650,570,3.729
"49","5D8A07179223B04",0,"WHITE",0,0,0,0,100462,0,0,NA,0,NA,1,2010,0,0,0,0,0,0,570,610,3.65
"50","F788F018F3D537A",0,"WHITE",0,0,0,0,NA,0,1,26,0,NA,1,2010,0,0,0,0,0,0,700,660,4.36
"51","B36A5FF4DCF85AE",0,"WHITE",0,0,1,1,NA,0,1,NA,0,NA,1,2008,0,0,0,0,0,0,680,660,4.5
"52","7408C2B54F0EB41",0,"WHITE",0,0,0,0,NA,0,0,NA,0,NA,1,2010,0,0,0,0,0,0,800,700,4.51
"53","20B2E8E2C9CFE9A",0,"WHITE",0,0,0,0,2860,1,0,NA,0,NA,0,2010,0,0,0,0,0,0,580,590,NA
"54","7CDBF57841136D1",0,"HISPA",1,1,0,0,121412,0,0,NA,0,NA,1,2011,0,0,0,0,0,0,720,700,4.26
"55","0CF4F02DFFCB66D",0,"WHITE",0,0,0,0,NA,0,1,NA,0,NA,1,2008,0,0,0,0,0,0,680,720,4.21
"56","C7D52F09B3010FD",0,"WHITE",0,0,0,0,NA,0,0,NA,0,NA,1,2009,0,0,0,0,0,0,600,610,3.937
"57","E1B086061A53E0E",0,"WHITE",0,0,1,1,31699,1,0,4,0,NA,1,2012,0,0,0,0,0,0,740,580,3.96
"58","C78A3B23DA7E0AA",0,"BLACK",1,1,0,0,37210,1,0,NA,0,NA,1,2012,0,0,0,0,0,0,540,610,4.23
"59","2B6ED3988E6ACC3",0,"WHITE",0,0,1,1,75639,0,0,NA,0,NA,1,2011,0,0,0,0,0,0,610,620,4.08
"60","46004B1FA6DB3DB",1,"BLACK",1,1,0,0,NA,0,1,NA,0,NA,1,2009,0,0,0,0,0,0,530,590,3.983
"61","EBA848DCFC005B5",0,"WHITE",0,0,0,0,117464,0,0,NA,0,NA,1,2012,0,0,0,0,0,0,770,780,5.1
"62","D882A2C31F20B25",0,"WHITE",0,0,1,1,65372,0,0,NA,0,NA,1,2011,0,0,0,0,0,0,570,580,3.858
"63","F7C13A6ED4E5CF2",0,"ASIAN",2,0,0,0,NA,0,0,NA,0,NA,1,2012,0,0,0,0,0,0,570,680,4.42
"64","62C05AB473B2270",0,"WHITE",0,0,1,1,NA,0,1,NA,0,NA,1,2010,0,0,0,0,0,0,650,590,4.19
"65","A2F4FD3615A3F76",0,"WHITE",0,0,0,0,NA,0,1,NA,0,NA,1,2011,0,0,0,0,0,0,650,660,3.969
"66","FDB4C5EEC218ED9",0,"WHITE",0,0,1,1,155810,0,0,17,0,NA,1,2012,0,0,0,0,0,0,760,600,4.2
"67","9F5D5ADE2BC04F2",0,"WHITE",0,0,1,1,150237,0,0,NA,0,NA,1,2014,0,1,0,0,0,0,720,630,4.42
"68","475E0EE161462D0",0,"BLACK",1,1,1,1,NA,0,1,NA,0,NA,1,2011,0,0,0,0,0,0,600,610,4.25
"69","3876D82F4106999",1,"WHITE",0,0,1,1,18484,1,0,NA,0,NA,1,2012,0,0,0,0,0,0,670,690,4.43
"70","8E3243E45B2C12A",0,"ASIAN",2,0,1,1,NA,0,0,NA,0,NA,1,2012,0,0,0,0,0,0,720,800,5.4
"71","7BC6B900FE7A072",0,"WHITE",0,0,0,0,NA,0,1,NA,0,NA,1,2012,0,0,0,0,0,0,700,700,3.476
"72","3CF9D6932F313D2",0,"ASIAN",2,0,1,1,NA,0,1,NA,1,NA,1,2012,0,0,0,0,0,0,530,670,4.32
"73","6FE8F3D4D18D871",0,"WHITE",0,0,0,0,NA,0,0,NA,0,NA,1,2013,1,0,0,0,0,0,490,580,4.21
"74","C7612863C468E31",0,"ASIAN",2,0,1,1,5748,1,0,NA,0,NA,1,2013,1,0,0,0,0,0,650,580,3.728
"75","96AD0B07298C8E4",0,"ASIAN",2,0,1,1,81612,0,0,21,1,NA,1,2013,1,0,0,0,0,0,580,700,4
"76","791F3A49D6DA30C",0,"NSPEC",NA,NA,1,1,42371,1,0,NA,0,NA,1,2013,1,0,0,0,0,0,650,630,3.96
"77","AEC2410126D3E76",1,"WHITE",0,0,1,1,49421,0,0,NA,0,NA,1,2014,0,1,0,0,0,0,570,570,4.41
"78","67DFA88A02C1067",0,"WHITE",0,0,0,0,174529,0,0,NA,0,NA,1,2016,0,0,0,1,0,0,590,700,3.595
"79","026256244511E09",0,"MULTI",NA,NA,0,0,387751,0,0,3,0,NA,1,2017,0,0,0,0,1,0,800,780,3.873
"80","BCCEA531E19A595",0,"WHITE",0,0,1,1,NA,0,1,NA,0,NA,1,2015,0,0,1,0,0,0,650,690,3.884
"81","FB239D484F4DAF8",0,"WHITE",0,0,0,0,72195,0,0,NA,0,NA,1,2014,0,1,0,0,0,0,680,730,3.722
"82","FF180DCFA767034",0,"ASIAN",2,0,1,1,11246,1,0,NA,0,NA,1,2015,0,0,1,0,0,0,630,730,3.95
"83","4431D2C08A7E2C8",0,"WHITE",0,0,1,1,177608,0,0,NA,0,NA,1,2015,0,0,1,0,0,0,680,710,4.2
"84","1C1D2AEE4518EE1",0,"ASIAN",2,0,1,1,NA,0,1,NA,0,NA,1,2015,0,0,1,0,0,0,750,750,4.39
"85","E6EFB795B8021D2",0,"HISPA",1,1,0,0,195507,0,0,NA,0,NA,1,2017,0,0,0,0,1,0,730,780,4.59
"86","AD00C3CA7461D91",0,"WHITE",0,0,1,1,NA,0,0,3,0,NA,1,2017,0,0,0,0,1,0,650,540,3.9
"87","120B959928042A0",0,"ASIAN",2,0,0,0,199000,0,0,NA,0,NA,1,2016,0,0,0,1,0,0,730,670,3.85
"88","FDC0D6E4BF0D114",0,"ASIAN",2,0,0,0,NA,0,1,NA,0,NA,1,2015,0,0,1,0,0,0,800,800,4.77
"89","09C84CCA902D69B",0,"BLACK",1,1,1,1,0,1,0,NA,0,NA,1,2016,0,0,0,1,0,0,620,660,4.5
"90","8C9EE3470C0956A",0,"ASIAN",2,0,1,1,103819,0,0,6,0,NA,1,2017,0,0,0,0,1,0,780,760,4.82
"91","A17F63EE1E7DF74",0,"ASIAN",2,0,1,1,NA,0,1,NA,0,NA,1,2015,0,0,1,0,0,0,780,740,4.45
"92","76B62DB4BD44A19",0,"WHITE",0,0,1,1,110582,0,0,9,0,NA,1,2017,0,0,0,0,1,0,790,780,4.47
"93","D4D9B279212E339",0,"WHITE",0,0,1,1,NA,0,1,48,0,NA,1,2016,0,0,0,1,0,0,610,560,3.449
"94","FDCECF6F5C08BE7",0,"WHITE",0,0,0,0,145770,0,0,NA,0,NA,1,2017,0,0,0,0,1,0,660,720,3.473
"95","4F79265CBF6A116",0,"WHITE",0,0,1,1,NA,0,0,NA,0,NA,1,2017,0,0,0,0,1,0,800,770,4.53
"96","5D50CA4FA6C4AED",0,"WHITE",0,0,0,0,NA,0,1,NA,0,NA,1,2017,0,0,0,0,1,0,620,660,3.979
"97","5365EB696553A6D",0,"WHITE",0,0,1,1,NA,0,1,9,0,NA,1,2017,0,0,0,0,1,0,750,750,4.48
"98","62303BB6FA556BF",0,"WHITE",0,0,1,1,NA,0,1,6,0,NA,1,2017,0,0,0,0,1,0,770,710,4.37
"99","794257BCCDA4D54",0,"HISPA",1,1,0,0,NA,0,1,NA,0,NA,1,2017,0,0,0,0,1,0,630,670,3.962
"100","8AA82926E0184D4",0,"WHITE",0,0,1,1,NA,0,1,84,0,NA,1,2018,0,0,0,0,0,1,710,650,4.91
"101","2E2E3D09574CC06",0,"WHITE",0,0,0,0,89228,0,0,NA,0,NA,1,2019,0,0,0,0,0,0,770,780,4.77
"102","7E3D955C76C5C05",0,"UNKNW",NA,NA,0,0,58497,0,0,27,0,NA,1,2007,0,0,0,0,0,0,760,760,4
"103","0A0FF67D1B68361",0,"WHITE",0,0,0,0,NA,0,1,29,0,NA,1,2004,0,0,0,0,0,0,760,750,0
"104","3A26C70A66C72FD",0,"WHITE",0,0,0,0,97549,0,1,63,0,NA,1,2008,0,0,0,0,0,0,740,660,5.16
"105","8730D28ECC574D0",0,"WHITE",0,0,1,1,NA,0,0,NA,0,NA,1,2006,0,0,0,0,0,0,590,610,3.938
"106","6856F8BE4DB7135",0,"WHITE",0,0,1,1,117244,0,0,3,0,NA,1,2006,0,0,0,0,0,0,600,510,3.53
"107","43CD9F047287847",0,"HISPA",1,1,0,0,NA,0,1,NA,0,NA,1,2005,0,0,0,0,0,0,620,600,3.93
"108","E54F5B392822C2B",0,"WHITE",0,0,0,0,95880,0,1,26,0,NA,1,2008,0,0,0,0,0,0,670,690,0
"109","AA59944472BEC0E",0,"WHITE",0,0,1,1,87311,0,0,3,0,NA,1,2007,0,0,0,0,0,0,610,670,3.95
"110","1357885EEFB3744",0,"WHITE",0,0,0,0,354353,0,0,3,0,NA,1,2007,0,0,0,0,0,0,570,580,3.37
"111","3AEABDD4D22EA48",1,"WHITE",0,0,1,1,87438,0,0,3,0,NA,1,2006,0,0,0,0,0,0,570,590,4.15
"112","D19E69DAA7AD9F5",0,"BLACK",1,1,0,0,85043,0,0,25,0,NA,1,2006,0,0,0,0,0,0,620,600,2.714
"113","4F7E570E3991023",1,"BLACK",1,1,0,0,57000,0,0,6,0,NA,1,2006,0,0,0,0,0,0,580,620,4.54
"114","9E92E3471C4C72C",1,"BLACK",1,1,0,0,6159,1,0,3,0,NA,1,2006,0,0,0,0,0,0,400,410,3.2
"115","A0C8EFE7FBE64B4",1,"WHITE",0,0,0,0,54642,0,0,NA,0,NA,1,2006,0,0,0,0,0,0,580,720,3.867
"116","77BC777AAED9752",0,"WHITE",0,0,0,0,80099,0,1,41,0,NA,1,2011,0,0,0,0,0,0,620,710,4.12
"117","925D64107EF59AD",1,"WHITE",0,0,0,0,0,1,0,NA,0,NA,1,2006,0,0,0,0,0,0,630,610,3.557
"118","D2EE263FB808363",0,"NSPEC",NA,NA,0,0,42620,1,1,57,0,NA,1,2009,0,0,0,0,0,0,690,500,2.95
"119","8803699C07272FF",0,"WHITE",0,0,1,1,116942,0,0,NA,0,NA,1,2006,0,0,0,0,0,0,620,620,3.765
"120","190BB851884E1E5",0,"WHITE",0,0,1,1,34799,1,0,NA,0,NA,1,2006,0,0,0,0,0,0,620,590,3.25
"121","1C14E705DB99C30",0,"WHITE",0,0,0,0,152805,0,0,NA,0,NA,1,2007,0,0,0,0,0,0,600,640,3.648
"122","8FA11A1B9C32EB2",1,"WHITE",0,0,1,1,101595,0,0,NA,0,NA,1,2006,0,0,0,0,0,0,640,650,3.85
"123","7D9604788A72509",0,"WHITE",0,0,0,0,NA,0,0,NA,0,NA,1,2006,0,0,0,0,0,0,580,650,3.25
"124","E198CFCF705E421",0,"WHITE",0,0,1,1,23630,1,0,NA,0,NA,1,2006,0,0,0,0,0,0,540,690,3.88
"125","4D8EE8211B6F2D0",0,"WHITE",0,0,1,1,108175,0,0,26,0,NA,1,2006,0,0,0,0,0,0,670,520,3.836
"126","BBC685FD0F0CC67",0,"WHITE",0,0,0,0,49163,0,0,5,0,NA,1,2006,0,0,0,0,0,0,640,620,4
"127","6DF35311D5305B6",0,"HISPA",1,1,1,1,452140,0,0,NA,0,NA,1,2006,0,0,0,0,0,0,530,580,3.401
"128","C98964D9E42DD57",0,"WHITE",0,0,1,1,NA,0,0,NA,0,NA,1,2006,0,0,0,0,0,0,600,550,4.27
"129","525B0D720CF54FB",0,"WHITE",0,0,0,0,134980,0,0,3,0,NA,1,2006,0,0,0,0,0,0,770,800,4
"130","CEBC653AF1A15EE",0,"WHITE",0,0,0,0,124304,0,1,20,0,NA,1,2007,0,0,0,0,0,0,670,760,0
"131","885B0D1D51D252A",0,"ASIAN",2,0,0,0,NA,0,0,NA,0,NA,1,2006,0,0,0,0,0,0,740,800,3.848
"132","136FBD4AA5AEEB9",0,"WHITE",0,0,1,1,88552,0,0,3,0,NA,1,2009,0,0,0,0,0,0,570,570,4
"133","3C758A4B8AFAAE2",0,"WHITE",0,0,0,0,160635,0,0,NA,0,NA,1,2006,0,0,0,0,0,0,610,670,3.5
"134","4B2E3E8F4349796",0,"WHITE",0,0,0,0,137161,0,0,4,0,NA,1,2006,0,0,0,0,0,0,700,660,3.5
"135","EC790D686AFD9F4",1,"WHITE",0,0,0,0,52187,0,0,NA,0,NA,1,2006,0,0,0,0,0,0,690,670,4
"136","13BC141C18D6F14",0,"WHITE",0,0,0,0,NA,0,1,33,0,NA,1,2007,0,0,0,0,0,0,520,600,0
"137","1CEF16E9940B822",0,"HISPA",1,1,1,1,113565,0,0,3,0,NA,1,2006,0,0,0,0,0,0,530,570,3.667
"138","35F70D7220A2AAC",1,"WHITE",0,0,0,0,79235,0,0,6,0,NA,1,2008,0,0,0,0,0,0,680,660,4
"139","0AFE0BE483A448D",0,"WHITE",0,0,0,0,68060,0,0,4,0,NA,1,2006,0,0,0,0,0,0,680,710,3.3
"140","7B645BD4180C4BE",1,"WHITE",0,0,1,1,100092,0,1,73,0,NA,1,2011,0,0,0,0,0,0,640,570,3.8
"141","97B5920BCAA2812",0,"WHITE",0,0,1,1,NA,0,0,4,0,NA,1,2007,0,0,0,0,0,0,600,560,3.821
"142","400C1098DAD8B0D",1,"MULTI",NA,NA,0,0,NA,0,1,NA,0,NA,1,2005,0,0,0,0,0,0,530,570,4.17
"143","42A52B47B74E116",0,"WHITE",0,0,0,0,NA,0,1,3,0,NA,1,2006,0,0,0,0,0,0,560,600,3.889
"144","58AA926A39AF002",0,"WHITE",0,0,0,0,202883,0,0,NA,0,NA,1,2006,0,0,0,0,0,0,650,680,3.593
"145","AABD55A8865F400",0,"WHITE",0,0,1,1,118369,0,0,NA,0,NA,1,2006,0,0,0,0,0,0,560,610,3.36
"146","CA176E68E2830F0",0,"WHITE",0,0,0,0,57632,0,0,23,0,NA,1,2006,0,0,0,0,0,0,540,630,3.57
"147","4F4C927D929A7FA",1,"WHITE",0,0,0,0,107425,0,1,52,0,NA,1,2007,0,0,0,0,0,0,660,510,0
"148","4F4A82B64A555D8",0,"WHITE",0,0,0,0,76873,0,0,NA,0,NA,1,2006,0,0,0,0,0,0,660,650,4.25
"149","6346E8F6C9B9C3F",1,"WHITE",0,0,1,1,NA,0,1,19,0,NA,1,2005,0,0,0,0,0,0,610,680,4.21
"150","74534AA90DB1A97",0,"WHITE",0,0,1,1,111805,0,0,NA,0,NA,1,2006,0,0,0,0,0,0,670,510,3.07
"151","D8115F097809ACB",0,"ASIAN",2,0,0,0,45884,1,0,4,0,NA,1,2007,0,0,0,0,0,0,520,650,3.59
"152","6D57AD498F30307",0,"WHITE",0,0,0,0,NA,0,1,NA,0,NA,1,2004,0,0,0,0,0,0,690,800,4.31
"153","F94B9404400983C",0,"ASIAN",2,0,1,1,NA,0,1,NA,0,NA,1,2006,0,0,0,0,0,0,770,740,4
"154","0F414315ED7B7B9",0,"WHITE",0,0,0,0,38343,1,0,6,0,NA,1,2006,0,0,0,0,0,0,710,700,3.4
"155","CB52BD6C88231C8",0,"WHITE",0,0,0,0,NA,0,0,NA,0,NA,1,2006,0,0,0,0,0,0,730,640,3.95
"156","1C845DBBD8B291F",0,"WHITE",0,0,0,0,NA,0,0,10,0,NA,1,2006,0,0,0,0,0,0,650,530,3.363
"157","B454AB5F3FB5E59",0,"WHITE",0,0,0,0,39751,1,0,3,0,NA,1,2006,0,0,0,0,0,0,600,520,4.31
"158","6F9F8980BCCF42E",0,"WHITE",0,0,0,0,NA,0,1,NA,0,NA,1,2006,0,0,0,0,0,0,580,610,3.529
"159","9B2FD84D693652F",0,"ASIAN",2,0,1,1,43063,1,0,6,0,NA,1,2007,0,0,0,0,0,0,700,690,4
"160","B741F4C5F7A1CD0",1,"WHITE",0,0,0,0,58690,0,0,NA,0,NA,1,2007,0,0,0,0,0,0,510,530,4.11
"161","980F47D810C23D6",0,"WHITE",0,0,0,0,89391,0,0,NA,0,NA,1,2008,0,0,0,0,0,0,490,710,4.15
"162","9BDF7B7183C9515",0,"WHITE",0,0,1,1,82863,0,1,31,0,NA,1,2008,0,0,0,0,0,0,630,700,97.46
"163","87CA824A91BD1A9",0,"WHITE",0,0,0,0,94118,0,0,3,0,NA,1,2007,0,0,0,0,0,0,580,660,3.75
"164","4C799EFB92BE1D2",0,"WHITE",0,0,1,1,134863,0,0,9,0,NA,1,2007,0,0,0,0,0,0,670,660,3.95
"165","1B0472429A2BE68",0,"WHITE",0,0,1,1,128378,0,0,NA,0,NA,1,2007,0,0,0,0,0,0,710,620,4.24
"166","EE33D0FBF40B895",0,"WHITE",0,0,0,0,36976,1,0,NA,0,NA,1,2006,0,0,0,0,0,0,560,620,3.286
"167","54C00676810F5FB",1,"WHITE",0,0,1,1,79670,0,0,NA,0,NA,1,2009,0,0,0,0,0,0,650,690,3.389
"168","C3FC4BD2761DDF7",0,"WHITE",0,0,1,1,195269,0,0,NA,0,NA,1,2007,0,0,0,0,0,0,690,680,4.26
"169","F4831E022DD6043",0,"WHITE",0,0,1,1,110118,0,0,4,0,NA,1,2007,0,0,0,0,0,0,550,580,3.87
"170","F549BAC53AF54C9",0,"WHITE",0,0,1,1,152611,0,0,NA,0,NA,1,2010,0,0,0,0,0,0,670,590,4.65
"171","09633E2B3819988",0,"WHITE",0,0,1,1,99524,0,1,52,0,NA,1,2009,0,0,0,0,0,0,520,600,3.961
"172","9605DCB1F52B1F8",0,"WHITE",0,0,0,0,57175,0,0,NA,0,NA,1,2007,0,0,0,0,0,0,680,710,4.5
"173","EFB052326EC7B8F",0,"WHITE",0,0,0,0,204125,0,0,7,0,NA,1,2007,0,0,0,0,0,0,520,550,3.95
"174","00B3AC4C4873682",0,"ASIAN",2,0,0,0,32434,1,0,NA,0,NA,1,2006,0,0,0,0,0,0,800,650,4.12
"175","48E53F71C688FF0",0,"WHITE",0,0,0,0,93946,0,0,NA,0,NA,1,2007,0,0,0,0,0,0,650,600,3.994
"176","BF86A6656D77C0D",0,"BLACK",1,1,1,1,68299,0,0,NA,0,NA,1,2006,0,0,0,0,0,0,610,600,4.29
"177","8DBCC03D4133F7D",0,"WHITE",0,0,0,0,337444,0,0,NA,0,NA,1,2007,0,0,0,0,0,0,760,680,3.451
"178","CC40830EB62AF2F",0,"WHITE",0,0,0,0,89651,0,1,48,0,NA,1,2009,0,0,0,0,0,0,610,730,4.44
"179","16C7C580FE5BC92",0,"BLACK",1,1,1,1,163399,0,0,NA,0,NA,1,2007,0,0,0,0,0,0,720,640,4.38
"180","49BC950778DA694",0,"WHITE",0,0,1,1,324700,0,0,NA,0,NA,1,2011,0,0,0,0,0,0,800,700,4.05
"181","2C7A4EFC877F99C",0,"WHITE",0,0,0,0,60874,0,0,NA,0,NA,1,2007,0,0,0,0,0,0,700,790,3.906
"182","97014762C10F27C",0,"WHITE",0,0,0,0,113741,0,0,NA,0,NA,1,2007,0,0,0,0,0,0,600,700,3.7
"183","62D119DE3D4EA29",0,"WHITE",0,0,1,1,111594,0,0,NA,0,NA,1,2007,0,0,0,0,0,0,660,630,3.86
"184","67B3C39C5974393",0,"WHITE",0,0,0,0,NA,0,1,3,0,NA,1,2006,0,0,0,0,0,0,640,640,3.9
"185","4C8E2AB351D692B",0,"BLACK",1,1,0,0,NA,0,1,NA,0,NA,1,2007,0,0,0,0,0,0,740,780,4.05
"186","1318D5B4722D4EA",0,"WHITE",0,0,1,1,121885,0,0,8,0,NA,1,2007,0,0,0,0,0,0,550,630,3.95
"187","28A0A3B0FA691B7",0,"WHITE",0,0,0,0,74781,0,0,NA,0,NA,1,2007,0,0,0,0,0,0,570,580,4
"188","A8D985EA27CB2B1",0,"ASIAN",2,0,0,0,149129,0,0,6,1,NA,1,2007,0,0,0,0,0,0,470,650,3.825
"189","8892A3513FF9FDF",0,"WHITE",0,0,0,0,176992,0,0,4,0,NA,1,2007,0,0,0,0,0,0,530,700,3.8
"190","8BDB4241658E5C7",0,"WHITE",0,0,1,1,11589,1,0,NA,0,NA,1,2007,0,0,0,0,0,0,600,540,4
"191","BB452ABA877B65F",0,"WHITE",0,0,1,1,NA,0,1,NA,0,NA,1,2006,0,0,0,0,0,0,610,580,3.738
"192","ED336A4F4849ED3",0,"WHITE",0,0,1,1,142252,0,0,NA,0,NA,1,2007,0,0,0,0,0,0,560,530,3.71
"193","031A9330382EB8D",0,"WHITE",0,0,1,1,78957,0,0,NA,0,NA,1,2007,0,0,0,0,0,0,540,630,4.54
"194","D42050125421974",0,"WHITE",0,0,0,0,63000,0,0,NA,0,NA,1,2007,0,0,0,0,0,0,620,640,3.393
"195","C99F943D3B2F48E",0,"WHITE",0,0,0,0,86727,0,0,NA,0,NA,1,2007,0,0,0,0,0,0,600,700,4
"196","1406B4D7F62ABA7",0,"WHITE",0,0,1,1,151861,0,0,NA,0,NA,1,2007,0,0,0,0,0,0,670,620,4
"197","59DBE96E61A9071",0,"WHITE",0,0,0,0,171975,0,0,NA,0,NA,1,2007,0,0,0,0,0,0,720,660,3.8
